is_paid,num_subscribers,avg_rating,num_reviews,num_published_lectures,num_published_practice_tests,discount_price__amount,price_detail__amount,cluster
True,18802.0,4.64847,3344.0,369.0,0.0,455.0,8640.0,1
True,15542.0,4.45327,3339.0,71.0,0.0,455.0,8640.0,1
True,13530.0,4.28972,3328.0000000000005,165.0,0.0,488.0,9280.0,1
True,24847.0,4.52647,3305.0,56.0,0.0,455.0,8640.0,1
True,13712.000000000002,4.29722,3290.0,36.0,0.0,455.0,1280.0,1
True,9876.0,4.33333,3270.0000000000005,26.0,0.0,455.0,3200.0,1
True,8111.000000000001,4.29382,3262.0,24.999999999999996,0.0,455.0,1600.0,1
True,7556.0,4.34922,3270.0000000000005,28.999999999999996,1.0,0.0,12800.0,1
True,10924.0,4.40312,3242.0,35.0,0.0,455.0,8640.0,1
True,16406.0,4.46085,3217.0,120.0,0.0,455.0,8640.0,1
True,14958.0,4.4156,3200.0,247.0,0.0,481.00000000000006,8960.0,1
True,19166.0,4.45363,3177.0,135.0,0.0,455.0,8640.0,1
True,12244.0,4.40347,3159.0,46.00000000000001,0.0,455.0,8640.0,1
True,28743.999999999996,4.4,3116.0,5.0,0.0,455.0,1280.0,1
True,23932.0,4.08065,3108.0,11.0,0.0,455.0,1280.0,1
True,7915.999999999999,4.31579,3102.0,11.0,0.0,455.0,3200.0,1
True,8188.0,4.36296,3091.9999999999995,44.0,0.0,455.0,6080.0,1
True,7633.000000000001,4.37472,3072.0,48.0,0.0,455.0,8640.0,1
True,13004.0,4.42586,3058.0,77.0,0.0,455.0,8640.0,1
True,9522.0,4.42308,3048.0,51.0,0.0,455.0,3520.0,1
True,8861.0,4.56059,3024.0000000000005,34.0,0.0,455.0,8640.0,1
True,8109.0,4.42071,2985.0,12.0,0.0,455.0,1280.0,1
True,7182.0,4.4698,2949.0,19.0,0.0,455.0,1280.0,1
True,25334.0,3.69231,2935.0,18.0,0.0,0.0,1280.0,1
True,5495.0,4.52152,2935.0,45.0,0.0,0.0,1600.0,1
True,20336.0,4.40909,2935.0,17.0,0.0,494.00000000000006,1600.0,1
True,7346.0,4.52863,2940.0,32.0,0.0,455.0,6400.0,1
True,8502.0,4.25524,2909.0,61.0,0.0,455.0,2880.0,1
True,20072.0,4.53756,2895.0,43.0,0.0,455.0,8640.0,1
True,19740.0,4.48284,2885.0,56.0,0.0,455.0,6080.0,1
True,5302.0,4.39137,2885.0,33.0,0.0,0.0,1280.0,1
True,7297.000000000001,4.36401,2884.0,27.000000000000004,0.0,455.0,1280.0,1
True,8832.0,4.24978,2810.0,34.0,0.0,455.0,2880.0,1
True,29714.000000000004,4.33481,2819.0,17.0,0.0,455.0,6400.0,1
True,16888.0,4.41029,2792.0,76.0,0.0,455.0,6080.0,1
True,8345.0,4.42569,2789.0,19.0,0.0,0.0,5440.0,1
True,12236.0,4.59567,2764.0,85.0,1.0,455.0,6400.0,1
True,6669.0,4.42271,2759.0,19.0,0.0,0.0,3200.0,1
True,6948.0,4.39507,2745.0,20.0,0.0,455.0,1920.0,1
True,21961.0,4.56076,2713.0,76.0,0.0,455.0,8320.0,1
True,14527.0,4.10714,2686.0,33.0,0.0,455.0,7360.000000000001,1
True,11251.0,4.51047,2666.0,122.0,0.0,455.0,8640.0,1
True,12207.0,4.51731,2654.0,69.0,0.0,455.0,8640.0,1
True,17134.0,4.50799,2592.0,68.0,0.0,455.0,8640.0,1
True,14265.0,4.37042,2578.0,32.0,0.0,546.0,10240.0,1
True,8633.0,4.44255,2577.0,61.0,0.0,0.0,6400.0,1
True,14164.000000000002,4.39474,2560.0,57.99999999999999,0.0,455.0,8640.0,1
True,10650.0,4.49112,2551.0,46.00000000000001,0.0,2080.0,8320.0,1
True,61795.0,4.61796,2547.0,213.0,0.0,455.0,8640.0,1
True,13284.0,4.67992,2540.9999999999995,64.0,0.0,462.0,8640.0,1
True,18909.0,4.42627,2523.0,64.0,0.0,520.0,9600.0,1
True,17758.0,4.50639,2529.0,244.0,0.0,455.0,8640.0,1
True,13359.0,4.45633,2513.0,28.999999999999996,0.0,455.0,8640.0,1
True,26515.999999999996,4.5875,2506.0,17.0,0.0,520.0,1920.0,1
True,8934.0,4.40419,2481.0,31.000000000000004,0.0,455.0,2880.0,1
True,25650.0,4.65579,2475.0000000000005,67.0,0.0,455.0,8640.0,1
True,14976.0,4.45714,2465.0,37.0,0.0,455.0,8640.0,1
True,16397.0,4.40761,2460.0,28.0,0.0,455.0,8640.0,1
True,10481.0,4.52916,2458.0,66.0,0.0,455.0,8640.0,1
True,4910.0,4.24664,2448.0,6.0,0.0,455.0,3200.0,1
True,15663.999999999998,4.54528,2438.0,14.0,0.0,474.0,8960.0,1
True,20213.0,4.44318,2435.0,54.00000000000001,0.0,455.0,5760.0,1
True,6806.0,4.36279,2432.0,28.0,0.0,455.0,4160.0,1
True,31777.0,4.58911,2420.0,38.0,0.0,467.99999999999994,8640.0,1
True,56552.0,4.36765,2421.0,91.0,0.0,455.0,8640.0,1
True,58044.0,4.43056,2403.0,11.0,0.0,455.0,1280.0,1
True,50047.0,4.07692,2381.0,13.0,0.0,455.0,1280.0,1
True,7130.0,4.46614,2360.0,33.0,0.0,455.0,6400.0,1
True,4122.0,4.34501,2355.0,41.0,0.0,455.0,1600.0,1
True,26148.0,4.37712,2340.0,600.0,0.0,488.0,9280.0,1
True,12535.000000000002,4.25392,2324.0,252.0,0.0,455.0,8640.0,1
True,4488.0,4.40909,2322.0,26.0,0.0,455.0,6400.0,1
True,68110.0,4.40132,2319.0,78.0,0.0,455.0,8640.0,1
True,93749.0,4.17778,2309.0,41.0,0.0,455.0,6080.0,1
True,7355.000000000001,4.12662,2299.0,21.0,0.0,455.0,8640.0,1
True,5920.0,4.24384,2281.0,7.0,0.0,0.0,2880.0,1
True,7815.999999999999,4.4663,2283.0,17.0,0.0,455.0,1600.0,1
True,14725.0,4.52475,2277.0,123.0,0.0,455.0,8640.0,1
True,12113.0,4.49656,2268.0,62.00000000000001,0.0,0.0,12800.0,1
True,14938.0,4.22952,2264.0,17.0,0.0,455.0,6400.0,1
True,5245.0,4.55323,2254.0,15.0,0.0,455.0,1920.0,1
True,19030.0,4.22131,2233.0,49.99999999999999,0.0,455.0,8640.0,1
True,11735.999999999998,4.56774,2243.0,125.0,0.0,455.0,8640.0,1
True,10905.0,4.46429,2211.0,48.0,0.0,455.0,4800.0,1
True,6173.000000000001,4.34411,2216.0,9.0,0.0,455.0,3200.0,1
True,14849.0,4.52747,2201.0,93.0,0.0,455.0,8640.0,1
True,12236.0,4.35673,2201.0,32.0,0.0,455.0,8640.0,1
True,22613.0,4.66129,2187.0,79.0,0.0,455.0,8640.0,1
True,5604.0,4.39886,2187.0,17.0,0.0,0.0,6400.0,1
True,7119.0,4.56776,2183.0,43.0,0.0,520.0,9280.0,1
True,11048.0,4.375,2179.0,31.000000000000004,0.0,481.00000000000006,6400.0,1
True,6184.000000000001,4.5246,2186.0,19.0,0.0,455.0,4800.0,1
True,10254.0,4.62903,2176.0,61.0,0.0,455.0,8640.0,1
True,15966.0,4.19737,2171.0,17.0,0.0,455.0,1280.0,1
True,67181.0,4.43866,2149.0,66.0,0.0,455.0,8640.0,1
True,44208.0,4.54703,2149.0,66.0,0.0,500.0,9280.0,1
True,9774.0,4.38747,2148.0,43.0,0.0,455.0,7680.0,1
True,20308.0,4.59059,2126.0,60.0,0.0,507.0,9600.0,1
True,12917.0,4.54819,2118.0,125.0,0.0,455.0,8640.0,1
True,5835.0,4.33201,2120.0,37.0,0.0,700.0,8640.0,1
True,11762.0,4.68267,2113.0,87.0,0.0,455.0,8640.0,1
True,7068.0,4.34083,2114.0,49.0,0.0,474.0,8960.0,1
True,14029.0,4.5507,2104.0,52.0,0.0,455.0,7040.0,1
True,8284.0,4.43737,2105.0,42.0,0.0,455.0,6400.0,1
True,3834.0,4.43497,2101.0,9.0,0.0,455.0,4160.0,1
True,11122.0,4.34524,2086.0,67.0,0.0,455.0,8640.0,1
True,6670.999999999999,4.30429,2087.0,51.0,0.0,514.0,9600.0,1
True,8568.0,4.52767,2081.0,75.0,0.0,455.0,8640.0,1
True,8339.0,4.40152,2068.0,66.0,0.0,455.0,5760.0,1
True,11307.0,4.51852,2062.0,126.0,0.0,455.0,1280.0,1
True,5441.0,4.3527,2059.0,36.0,0.0,455.0,3200.0,1
True,7026.0,4.18242,2039.0,34.0,0.0,481.00000000000006,6080.0,1
True,8060.0,4.59507,2030.0,63.0,0.0,455.0,8640.0,1
True,40312.0,4.4878,2028.0,142.0,0.0,455.0,8640.0,1
True,7807.0,4.19909,2045.0,11.0,0.0,455.0,2560.0,1
True,11477.0,4.41181,2028.0,16.0,0.0,455.0,1280.0,1
True,29496.0,4.44518,2020.0,493.0,0.0,552.0,10240.0,1
True,6061.999999999999,4.21774,2007.0,19.0,0.0,467.99999999999994,3200.0,1
True,5416.0,4.26867,2020.0,5.0,0.0,455.0,1280.0,1
True,5706.0,4.30268,2000.0000000000002,38.0,0.0,455.0,8640.0,1
True,27967.999999999996,4.56731,1988.0,65.0,0.0,455.0,8640.0,1
True,48057.0,4.36978,1988.0,601.0,0.0,514.0,9600.0,1
True,8633.0,4.304,1983.0,31.000000000000004,0.0,455.0,1280.0,1
True,8002.0,4.47644,1975.0,31.000000000000004,0.0,455.0,1280.0,1
True,20515.0,4.47848,1963.0,91.0,0.0,481.00000000000006,8960.0,1
True,12507.0,4.37143,1948.0,155.0,0.0,455.0,8640.0,1
True,5767.0,4.40571,1948.0,32.0,0.0,640.0,2560.0,1
True,9695.0,4.47945,1941.9999999999998,40.0,0.0,2080.0,8320.0,1
True,9448.0,4.36574,1925.0,57.99999999999999,0.0,462.0,8640.0,1
True,12029.999999999998,4.16207,1924.0,60.0,0.0,462.0,8640.0,1
True,27427.0,4.13793,1919.0,32.0,0.0,467.99999999999994,8000.0,1
True,9750.0,4.65686,1908.0,54.00000000000001,0.0,455.0,6400.0,1
True,7990.000000000001,4.37,1908.0,16.0,0.0,455.0,5760.0,1
True,27263.0,4.43296,1905.0,83.0,0.0,455.0,6400.0,1
True,5204.0,4.35952,1909.0000000000002,13.0,0.0,455.0,1280.0,1
True,12362.0,4.31364,1899.0,79.0,0.0,0.0,6400.0,1
True,15456.000000000002,4.13137,1876.0,65.0,0.0,520.0,9600.0,1
True,5228.0,4.62603,1866.0,51.0,0.0,455.0,7040.0,1
True,9413.0,4.5026,1867.0,49.0,0.0,455.0,8640.0,1
True,26593.0,4.5,1860.0,24.999999999999996,0.0,455.0,6400.0,1
True,4192.0,4.33175,1858.0,12.0,0.0,455.0,1920.0,1
True,6789.0,4.35411,1849.9999999999998,24.0,0.0,474.0,7360.000000000001,1
True,8803.0,4.47926,1843.0,65.0,0.0,455.0,8640.0,1
True,12212.0,4.5,1841.0,36.0,0.0,455.0,8640.0,1
True,5976.0,4.38921,1837.0,31.000000000000004,0.0,455.0,6400.0,1
True,8342.0,4.52301,1831.0,49.0,0.0,455.0,8640.0,1
True,12840.000000000002,4.5297,1808.0,77.0,0.0,455.0,8640.0,1
True,12494.000000000002,4.60577,1796.0,154.0,0.0,467.99999999999994,8640.0,1
True,6425.000000000001,4.65596,1793.0,75.0,0.0,455.0,8640.0,1
True,10232.0,4.56552,1789.9999999999998,47.0,0.0,455.0,6400.0,1
True,5537.0,4.27941,1787.0000000000002,86.0,0.0,500.0,9280.0,1
True,9179.0,4.42051,1780.0,30.0,0.0,455.0,1280.0,1
True,56790.0,4.40441,1778.0,91.0,0.0,455.0,8640.0,1
True,19340.0,4.56488,1775.0,68.0,0.0,455.0,8640.0,1
True,11396.0,4.64043,1769.0,28.0,0.0,455.0,3200.0,1
True,10933.0,4.38215,1758.9999999999998,46.00000000000001,0.0,455.0,1280.0,1
True,14169.0,4.28358,1761.0,16.0,0.0,455.0,6400.0,1
True,9777.0,4.55374,1750.0,22.0,0.0,455.0,5760.0,1
True,9096.0,4.60345,1742.0,66.0,0.0,455.0,8640.0,1
True,6227.0,4.3762,1746.0,20.0,0.0,455.0,8000.0,1
True,7068.0,4.50654,1725.0000000000002,217.0,0.0,455.0,8640.0,1
True,4876.0,4.38746,1712.0,33.0,0.0,462.0,3520.0,1
True,22015.0,4.52752,1691.0,202.0,0.0,455.0,8640.0,1
True,11209.0,4.14706,1681.0,36.0,0.0,467.99999999999994,8000.0,1
True,5608.0,4.25477,1682.0,39.0,0.0,455.0,3200.0,1
True,6280.0,4.40076,1682.0,79.0,0.0,481.00000000000006,8960.0,1
True,47129.0,4.3004,1673.0,75.0,0.0,455.0,8640.0,1
True,6752.0,4.63946,1666.9999999999998,42.0,0.0,455.0,6400.0,1
True,5890.000000000001,4.39669,1673.0,22.0,1.0,455.0,6400.0,1
True,8268.0,3.65,1665.0000000000002,22.0,0.0,455.0,8640.0,1
True,19443.0,4.29282,1665.9999999999998,41.0,0.0,455.0,4160.0,1
True,5249.0,4.33283,1650.0,14.0,0.0,455.0,2240.0,1
True,4007.0,4.46516,1647.0,24.0,0.0,455.0,1280.0,1
True,4312.0,4.40867,1641.0,30.0,0.0,455.0,2560.0,1
True,4887.0,4.48117,1625.0,12.0,0.0,455.0,8640.0,1
True,4879.0,4.42321,1614.0,38.0,0.0,455.0,1280.0,1
True,9048.0,4.17164,1601.0,253.00000000000003,0.0,455.0,8640.0,1
True,5611.0,4.30415,1598.0,48.0,0.0,455.0,3200.0,1
True,4450.0,4.47154,1596.0,18.0,0.0,455.0,1920.0,1
True,6600.0,4.34549,1584.0,39.0,0.0,455.0,8640.0,1
True,6012.0,4.41513,1584.0,28.999999999999996,0.0,455.0,6400.0,1
True,44319.0,4.36842,1574.9999999999998,49.0,0.0,455.0,8640.0,1
True,6874.0,4.37028,1572.0000000000002,76.0,0.0,455.0,8640.0,1
True,31851.0,4.1129,1571.0,57.0,0.0,455.0,8640.0,1
True,7003.000000000001,4.30594,1574.0000000000002,48.0,0.0,494.00000000000006,6080.0,1
True,7247.0,4.59266,1571.0,69.0,0.0,455.0,6400.0,1
True,9068.0,4.57895,1565.0,59.0,0.0,455.0,6080.0,1
True,15619.0,3.83333,1551.0,55.0,0.0,488.0,9280.0,1
True,10313.0,4.32609,1586.0,36.0,0.0,455.0,3520.0,1
True,6688.000000000001,4.2312,1551.0,61.0,0.0,455.0,4800.0,1
True,4764.0,4.37974,1558.0,30.0,1.0,455.0,8640.0,1
True,5322.0,4.47549,1542.0000000000002,27.000000000000004,0.0,467.99999999999994,8640.0,1
True,6001.0,4.37267,1532.0,28.0,0.0,455.0,6400.0,1
True,10355.0,4.39267,1528.0,26.0,0.0,455.0,8640.0,1
True,3149.0,4.3864,1504.0,31.000000000000004,0.0,455.0,3200.0,1
True,11241.0,4.51075,1499.0,105.00000000000001,0.0,455.0,3200.0,1
True,5530.0,4.56867,1488.0,61.0,0.0,455.0,4480.0,1
True,3466.0,4.362,1492.0,208.0,0.0,0.0,4160.0,1
True,7337.999999999999,4.41453,1494.0,68.0,0.0,455.0,8000.0,1
True,11418.0,4.55306,1470.0,69.0,0.0,455.0,8640.0,1
True,5048.0,4.16535,1450.0000000000002,26.0,0.0,474.0,8960.0,1
True,10347.0,4.275,1435.0,53.0,0.0,455.0,6720.0,1
True,4612.0,4.46429,1433.0,39.0,0.0,2880.0,8640.0,1
True,26248.000000000004,4.51429,1432.0,45.0,0.0,455.0,8640.0,1
True,4361.0,4.32383,1422.9999999999998,21.0,0.0,455.0,6400.0,1
True,4373.0,4.40741,1413.0,26.0,0.0,455.0,3840.0,1
True,12375.999999999998,4.60274,1410.0,28.0,0.0,455.0,8640.0,1
True,7883.0,4.31485,1415.0,28.0,0.0,455.0,8000.0,1
True,5229.0,4.53982,1403.0,54.00000000000001,0.0,455.0,8640.0,1
True,3070.0,4.34298,1405.0,28.999999999999996,0.0,455.0,1280.0,1
True,6467.000000000001,4.63298,1397.0,73.0,0.0,455.0,8640.0,1
True,7537.0,4.46939,1397.0,38.0,1.0,455.0,8640.0,1
True,13356.0,4.68919,1395.0,28.0,0.0,455.0,5760.0,1
True,10033.0,4.46296,1389.0000000000002,74.0,0.0,467.99999999999994,8640.0,1
True,2726.0,4.53774,1389.0000000000002,32.0,0.0,455.0,5760.0,1
True,4116.0,4.0,1376.0,299.0,0.0,0.0,4800.0,1
True,13619.0,4.44545,1375.0,57.0,0.0,467.99999999999994,6400.0,1
True,4777.0,4.25977,1373.0,45.0,0.0,0.0,4160.0,1
True,2876.0,4.44643,1363.0,10.0,0.0,455.0,2880.0,1
True,5230.0,4.29858,1365.0,21.0,0.0,455.0,5120.0,1
True,31855.000000000004,4.41959,1372.0,141.0,0.0,455.0,8640.0,1
True,4936.0,4.27007,1350.0,23.000000000000004,0.0,455.0,8640.0,1
True,3660.0,4.32009,1347.0,24.999999999999996,0.0,455.0,1600.0,1
True,4839.0,4.5,1341.0,26.0,0.0,0.0,12800.0,1
True,8251.0,4.30097,1337.0,67.0,0.0,455.0,8640.0,1
True,22026.0,4.47917,1335.0,109.0,0.0,455.0,3200.0,1
True,18065.0,4.53947,1335.0,55.0,0.0,455.0,8640.0,1
True,38082.0,3.9,1331.9999999999998,45.0,0.0,455.0,6080.0,1
True,16789.0,4.37687,1329.9999999999998,59.0,0.0,455.0,6720.0,1
True,15095.0,4.4951,1329.9999999999998,70.0,0.0,455.0,6080.0,1
